time,ID,USD,USD,time,generation,color,is_fancy,is_exclusive,fancy_type,is_prestige,prestige_type,prestige_ranking,fancy_ranking,prestige_time_limit,enhanced_cattributes_eyes,enhanced_cattributes_pattern,enhanced_cattributes_body,enhanced_cattributes_mouth,enhanced_cattributes_colorprimary,enhanced_cattributes_colorsecondary,enhanced_cattributes_colortertiary,enhanced_cattributes_coloreyes,status_cooldown_index,status_is_ready,status_is_gestating,purrs_count,purrs_is_purred
,1538882,,,,,,,,,,,,,,,,,,,,,,,,,,
,1258448,,,,,,,,,,,,,,,,,,,,,,,,,,
,1384251,,,,,,,,,,,,,,,,,,,,,,,,,,
,1148386,,,,,,,,,,,,,,,,,,,,,,,,,,
,1480806,,,,,,,,,,,,,,,,,,,,,,,,,,
,1304699,,,,,,,,,,,,,,,,,,,,,,,,,,
,1354019,,,,,,,,,,,,,,,,,,,,,,,,,,
,939596,,,,,,,,,,,,,,,,,,,,,,,,,,
,1391812,,,,,,,,,,,,,,,,,,,,,,,,,,
,1529180,,,,,,,,,,,,,,,,,,,,,,,,,,
,1346248,,,,,,,,,,,,,,,,,,,,,,,,,,
,577013,,,,,,,,,,,,,,,,,,,,,,,,,,
,1290364,,,,,,,,,,,,,,,,,,,,,,,,,,
,1124289,,,,,,,,,,,,,,,,,,,,,,,,,,
,1383816,,,,,,,,,,,,,,,,,,,,,,,,,,
,424991,,,,,,,,,,,,,,,,,,,,,,,,,,
,1200589,,,,,,,,,,,,,,,,,,,,,,,,,,
,535810,,,,,,,,,,,,,,,,,,,,,,,,,,
,1479104,,,,,,,,,,,,,,,,,,,,,,,,,,
,1532819,,,,,,,,,,,,,,,,,,,,,,,,,,
,977006,,,,,,,,,,,,,,,,,,,,,,,,,,
,1349916,,,,,,,,,,,,,,,,,,,,,,,,,,
,1237394,,,,,,,,,,,,,,,,,,,,,,,,,,
,533169,,,,,,,,,,,,,,,,,,,,,,,,,,
,1378806,,,,,,,,,,,,,,,,,,,,,,,,,,
,1457374,,,,,,,,,,,,,,,,,,,,,,,,,,
,261864,,,,,,,,,,,,,,,,,,,,,,,,,,
,427607,,,,,,,,,,,,,,,,,,,,,,,,,,
,1479150,,,,,,,,,,,,,,,,,,,,,,,,,,
,1568991,,,,,,,,,,,,,,,,,,,,,,,,,,
,386904,,,,,,,,,,,,,,,,,,,,,,,,,,
,1473653,,,,,,,,,,,,,,,,,,,,,,,,,,
,1136434,,,,,,,,,,,,,,,,,,,,,,,,,,
,1569308,,,,,,,,,,,,,,,,,,,,,,,,,,
,1373451,,,,,,,,,,,,,,,,,,,,,,,,,,
,823580,,,,,,,,,,,,,,,,,,,,,,,,,,
,1059523,,,,,,,,,,,,,,,,,,,,,,,,,,
,1568802,,,,,,,,,,,,,,,,,,,,,,,,,,
,1383332,,,,,,,,,,,,,,,,,,,,,,,,,,
,1567640,,,,,,,,,,,,,,,,,,,,,,,,,,
,98929,,,,,,,,,,,,,,,,,,,,,,,,,,
,1409017,,,,,,,,,,,,,,,,,,,,,,,,,,
,1607076,,,,,,,,,,,,,,,,,,,,,,,,,,
,1279412,,,,,,,,,,,,,,,,,,,,,,,,,,
,1384336,,,,,,,,,,,,,,,,,,,,,,,,,,
,660385,,,,,,,,,,,,,,,,,,,,,,,,,,
,116745,,,,,,,,,,,,,,,,,,,,,,,,,,
,1469484,,,,,,,,,,,,,,,,,,,,,,,,,,
,671709,,,,,,,,,,,,,,,,,,,,,,,,,,
,628034,,,,,,,,,,,,,,,,,,,,,,,,,,
,462899,,,,,,,,,,,,,,,,,,,,,,,,,,
,1567035,,,,,,,,,,,,,,,,,,,,,,,,,,
,522620,,,,,,,,,,,,,,,,,,,,,,,,,,
,1567041,,,,,,,,,,,,,,,,,,,,,,,,,,
,922523,,,,,,,,,,,,,,,,,,,,,,,,,,
,64460,,,,,,,,,,,,,,,,,,,,,,,,,,
,714011,,,,,,,,,,,,,,,,,,,,,,,,,,
,122040,,,,,,,,,,,,,,,,,,,,,,,,,,
,1143436,,,,,,,,,,,,,,,,,,,,,,,,,,
,413230,,,,,,,,,,,,,,,,,,,,,,,,,,
,495385,,,,,,,,,,,,,,,,,,,,,,,,,,
,1567136,,,,,,,,,,,,,,,,,,,,,,,,,,
,751029,,,,,,,,,,,,,,,,,,,,,,,,,,
,216827,,,,,,,,,,,,,,,,,,,,,,,,,,
,852283,,,,,,,,,,,,,,,,,,,,,,,,,,
,1424652,,,,,,,,,,,,,,,,,,,,,,,,,,
,663539,,,,,,,,,,,,,,,,,,,,,,,,,,
,1569124,,,,,,,,,,,,,,,,,,,,,,,,,,
,468475,,,,,,,,,,,,,,,,,,,,,,,,,,
,684024,,,,,,,,,,,,,,,,,,,,,,,,,,
,854021,,,,,,,,,,,,,,,,,,,,,,,,,,
,1488485,,,,,,,,,,,,,,,,,,,,,,,,,,
,517488,,,,,,,,,,,,,,,,,,,,,,,,,,
,1453868,,,,,,,,,,,,,,,,,,,,,,,,,,
,485435,,,,,,,,,,,,,,,,,,,,,,,,,,
,1542071,,,,,,,,,,,,,,,,,,,,,,,,,,
,732152,,,,,,,,,,,,,,,,,,,,,,,,,,
,1568423,,,,,,,,,,,,,,,,,,,,,,,,,,
,1557714,,,,,,,,,,,,,,,,,,,,,,,,,,
,1331965,,,,,,,,,,,,,,,,,,,,,,,,,,
,479608,,,,,,,,,,,,,,,,,,,,,,,,,,
,589437,,,,,,,,,,,,,,,,,,,,,,,,,,
,819243,,,,,,,,,,,,,,,,,,,,,,,,,,
,1530937,,,,,,,,,,,,,,,,,,,,,,,,,,
,455935,,,,,,,,,,,,,,,,,,,,,,,,,,
,918518,,,,,,,,,,,,,,,,,,,,,,,,,,
,634567,,,,,,,,,,,,,,,,,,,,,,,,,,
,365869,,,,,,,,,,,,,,,,,,,,,,,,,,
,1051820,,,,,,,,,,,,,,,,,,,,,,,,,,
,390056,,,,,,,,,,,,,,,,,,,,,,,,,,
,788997,,,,,,,,,,,,,,,,,,,,,,,,,,
,806232,,,,,,,,,,,,,,,,,,,,,,,,,,
,508462,,,,,,,,,,,,,,,,,,,,,,,,,,
,640924,,,,,,,,,,,,,,,,,,,,,,,,,,
,505844,,,,,,,,,,,,,,,,,,,,,,,,,,
,241670,,,,,,,,,,,,,,,,,,,,,,,,,,
,562045,,,,,,,,,,,,,,,,,,,,,,,,,,
,1564478,,,,,,,,,,,,,,,,,,,,,,,,,,
,716492,,,,,,,,,,,,,,,,,,,,,,,,,,
,1457299,,,,,,,,,,,,,,,,,,,,,,,,,,
,1471225,,,,,,,,,,,,,,,,,,,,,,,,,,
,539952,,,,,,,,,,,,,,,,,,,,,,,,,,
,1155293,,,,,,,,,,,,,,,,,,,,,,,,,,
,436075,,,,,,,,,,,,,,,,,,,,,,,,,,
,417347,,,,,,,,,,,,,,,,,,,,,,,,,,
,503652,,,,,,,,,,,,,,,,,,,,,,,,,,
,748074,,,,,,,,,,,,,,,,,,,,,,,,,,
,1125173,,,,,,,,,,,,,,,,,,,,,,,,,,
,265413,,,,,,,,,,,,,,,,,,,,,,,,,,
,443347,,,,,,,,,,,,,,,,,,,,,,,,,,
,379253,,,,,,,,,,,,,,,,,,,,,,,,,,
,443715,,,,,,,,,,,,,,,,,,,,,,,,,,
,547945,,,,,,,,,,,,,,,,,,,,,,,,,,
,445640,,,,,,,,,,,,,,,,,,,,,,,,,,
,536794,,,,,,,,,,,,,,,,,,,,,,,,,,
,418933,,,,,,,,,,,,,,,,,,,,,,,,,,
,646806,,,,,,,,,,,,,,,,,,,,,,,,,,
,73598,,,,,,,,,,,,,,,,,,,,,,,,,,
,360782,,,,,,,,,,,,,,,,,,,,,,,,,,
,511949,,,,,,,,,,,,,,,,,,,,,,,,,,
,1176278,,,,,,,,,,,,,,,,,,,,,,,,,,
,1188895,,,,,,,,,,,,,,,,,,,,,,,,,,
,688131,,,,,,,,,,,,,,,,,,,,,,,,,,
,1132398,,,,,,,,,,,,,,,,,,,,,,,,,,
,487512,,,,,,,,,,,,,,,,,,,,,,,,,,
,509109,,,,,,,,,,,,,,,,,,,,,,,,,,
,336206,,,,,,,,,,,,,,,,,,,,,,,,,,
,455261,,,,,,,,,,,,,,,,,,,,,,,,,,
,86071,,,,,,,,,,,,,,,,,,,,,,,,,,
,455419,,,,,,,,,,,,,,,,,,,,,,,,,,
,534004,,,,,,,,,,,,,,,,,,,,,,,,,,
,151008,,,,,,,,,,,,,,,,,,,,,,,,,,
,522786,,,,,,,,,,,,,,,,,,,,,,,,,,
,554064,,,,,,,,,,,,,,,,,,,,,,,,,,
,770737,,,,,,,,,,,,,,,,,,,,,,,,,,
,457496,,,,,,,,,,,,,,,,,,,,,,,,,,
,1304734,,,,,,,,,,,,,,,,,,,,,,,,,,
,873742,,,,,,,,,,,,,,,,,,,,,,,,,,
,138269,,,,,,,,,,,,,,,,,,,,,,,,,,
,1191431,,,,,,,,,,,,,,,,,,,,,,,,,,
,847488,,,,,,,,,,,,,,,,,,,,,,,,,,
,418031,,,,,,,,,,,,,,,,,,,,,,,,,,
,316735,,,,,,,,,,,,,,,,,,,,,,,,,,
,491580,,,,,,,,,,,,,,,,,,,,,,,,,,
,210387,,,,,,,,,,,,,,,,,,,,,,,,,,
,432308,,,,,,,,,,,,,,,,,,,,,,,,,,
,482141,,,,,,,,,,,,,,,,,,,,,,,,,,
,1100907,,,,,,,,,,,,,,,,,,,,,,,,,,
,363139,,,,,,,,,,,,,,,,,,,,,,,,,,
,494064,,,,,,,,,,,,,,,,,,,,,,,,,,
,424919,,,,,,,,,,,,,,,,,,,,,,,,,,
,1207997,,,,,,,,,,,,,,,,,,,,,,,,,,
,1416505,,,,,,,,,,,,,,,,,,,,,,,,,,
,1065368,,,,,,,,,,,,,,,,,,,,,,,,,,
,684244,,,,,,,,,,,,,,,,,,,,,,,,,,
,511832,,,,,,,,,,,,,,,,,,,,,,,,,,
,386939,,,,,,,,,,,,,,,,,,,,,,,,,,
,930304,,,,,,,,,,,,,,,,,,,,,,,,,,
,127918,,,,,,,,,,,,,,,,,,,,,,,,,,
,430144,,,,,,,,,,,,,,,,,,,,,,,,,,
,121019,,,,,,,,,,,,,,,,,,,,,,,,,,
,1010442,,,,,,,,,,,,,,,,,,,,,,,,,,
,483494,,,,,,,,,,,,,,,,,,,,,,,,,,
,430131,,,,,,,,,,,,,,,,,,,,,,,,,,
,115649,,,,,,,,,,,,,,,,,,,,,,,,,,
,732511,,,,,,,,,,,,,,,,,,,,,,,,,,
,1362783,,,,,,,,,,,,,,,,,,,,,,,,,,
,1403653,,,,,,,,,,,,,,,,,,,,,,,,,,
,1362716,,,,,,,,,,,,,,,,,,,,,,,,,,
,515762,,,,,,,,,,,,,,,,,,,,,,,,,,
,1469145,,,,,,,,,,,,,,,,,,,,,,,,,,
,930016,,,,,,,,,,,,,,,,,,,,,,,,,,
,505698,,,,,,,,,,,,,,,,,,,,,,,,,,
,417150,,,,,,,,,,,,,,,,,,,,,,,,,,
,450482,,,,,,,,,,,,,,,,,,,,,,,,,,
,429297,,,,,,,,,,,,,,,,,,,,,,,,,,
,445928,,,,,,,,,,,,,,,,,,,,,,,,,,
,616486,,,,,,,,,,,,,,,,,,,,,,,,,,
,559393,,,,,,,,,,,,,,,,,,,,,,,,,,
,741764,,,,,,,,,,,,,,,,,,,,,,,,,,
,983260,,,,,,,,,,,,,,,,,,,,,,,,,,
,297300,,,,,,,,,,,,,,,,,,,,,,,,,,
,433527,,,,,,,,,,,,,,,,,,,,,,,,,,
,293174,,,,,,,,,,,,,,,,,,,,,,,,,,
,1281202,,,,,,,,,,,,,,,,,,,,,,,,,,
,1149056,,,,,,,,,,,,,,,,,,,,,,,,,,
,1299778,,,,,,,,,,,,,,,,,,,,,,,,,,
,1302428,,,,,,,,,,,,,,,,,,,,,,,,,,
,171466,,,,,,,,,,,,,,,,,,,,,,,,,,
,542459,,,,,,,,,,,,,,,,,,,,,,,,,,
,876875,,,,,,,,,,,,,,,,,,,,,,,,,,
,1273259,,,,,,,,,,,,,,,,,,,,,,,,,,
,647321,,,,,,,,,,,,,,,,,,,,,,,,,,
,1479104,,,,,,,,,,,,,,,,,,,,,,,,,,
,537937,,,,,,,,,,,,,,,,,,,,,,,,,,
,1200589,,,,,,,,,,,,,,,,,,,,,,,,,,
,142708,,,,,,,,,,,,,,,,,,,,,,,,,,
,1109091,,,,,,,,,,,,,,,,,,,,,,,,,,
,498323,,,,,,,,,,,,,,,,,,,,,,,,,,
,1200235,,,,,,,,,,,,,,,,,,,,,,,,,,
,1362708,,,,,,,,,,,,,,,,,,,,,,,,,,
,1200233,,,,,,,,,,,,,,,,,,,,,,,,,,
,1362974,,,,,,,,,,,,,,,,,,,,,,,,,,
,410703,,,,,,,,,,,,,,,,,,,,,,,,,,
,807372,,,,,,,,,,,,,,,,,,,,,,,,,,
,66248,,,,,,,,,,,,,,,,,,,,,,,,,,
,1101639,,,,,,,,,,,,,,,,,,,,,,,,,,
,1281584,,,,,,,,,,,,,,,,,,,,,,,,,,
,692710,,,,,,,,,,,,,,,,,,,,,,,,,,
,486003,,,,,,,,,,,,,,,,,,,,,,,,,,
,1155293,,,,,,,,,,,,,,,,,,,,,,,,,,
,1606810,,,,,,,,,,,,,,,,,,,,,,,,,,
,562045,,,,,,,,,,,,,,,,,,,,,,,,,,
,230652,,,,,,,,,,,,,,,,,,,,,,,,,,
,788997,,,,,,,,,,,,,,,,,,,,,,,,,,
,470878,,,,,,,,,,,,,,,,,,,,,,,,,,
,505844,,,,,,,,,,,,,,,,,,,,,,,,,,
,522621,,,,,,,,,,,,,,,,,,,,,,,,,,
,1462361,,,,,,,,,,,,,,,,,,,,,,,,,,
,429395,,,,,,,,,,,,,,,,,,,,,,,,,,
,705138,,,,,,,,,,,,,,,,,,,,,,,,,,
,1455691,,,,,,,,,,,,,,,,,,,,,,,,,,
,1547950,,,,,,,,,,,,,,,,,,,,,,,,,,
,316735,,,,,,,,,,,,,,,,,,,,,,,,,,
,711325,,,,,,,,,,,,,,,,,,,,,,,,,,
,433527,,,,,,,,,,,,,,,,,,,,,,,,,,
,922523,,,,,,,,,,,,,,,,,,,,,,,,,,
,33296,,,,,,,,,,,,,,,,,,,,,,,,,,
,1143436,,,,,,,,,,,,,,,,,,,,,,,,,,
,616881,,,,,,,,,,,,,,,,,,,,,,,,,,
,663539,,,,,,,,,,,,,,,,,,,,,,,,,,
,64265,,,,,,,,,,,,,,,,,,,,,,,,,,
,714011,,,,,,,,,,,,,,,,,,,,,,,,,,
,983260,,,,,,,,,,,,,,,,,,,,,,,,,,
,682842,,,,,,,,,,,,,,,,,,,,,,,,,,
,1525403,,,,,,,,,,,,,,,,,,,,,,,,,,
,1359768,,,,,,,,,,,,,,,,,,,,,,,,,,
,1168835,,,,,,,,,,,,,,,,,,,,,,,,,,
,562619,,,,,,,,,,,,,,,,,,,,,,,,,,
,115649,,,,,,,,,,,,,,,,,,,,,,,,,,
,788005,,,,,,,,,,,,,,,,,,,,,,,,,,
,1299778,,,,,,,,,,,,,,,,,,,,,,,,,,
,1569737,,,,,,,,,,,,,,,,,,,,,,,,,,
,1434603,,,,,,,,,,,,,,,,,,,,,,,,,,
,495048,,,,,,,,,,,,,,,,,,,,,,,,,,
,115472,,,,,,,,,,,,,,,,,,,,,,,,,,
,1540292,,,,,,,,,,,,,,,,,,,,,,,,,,
,1409091,,,,,,,,,,,,,,,,,,,,,,,,,,
,688131,,,,,,,,,,,,,,,,,,,,,,,,,,
,498323,,,,,,,,,,,,,,,,,,,,,,,,,,
,1537638,,,,,,,,,,,,,,,,,,,,,,,,,,
,1471265,,,,,,,,,,,,,,,,,,,,,,,,,,
,1548803,,,,,,,,,,,,,,,,,,,,,,,,,,
,482141,,,,,,,,,,,,,,,,,,,,,,,,,,
,1568564,,,,,,,,,,,,,,,,,,,,,,,,,,
,1310676,,,,,,,,,,,,,,,,,,,,,,,,,,
,1537443,,,,,,,,,,,,,,,,,,,,,,,,,,
,1347964,,,,,,,,,,,,,,,,,,,,,,,,,,
,1523498,,,,,,,,,,,,,,,,,,,,,,,,,,
,1207140,,,,,,,,,,,,,,,,,,,,,,,,,,
,627660,,,,,,,,,,,,,,,,,,,,,,,,,,
,559393,,,,,,,,,,,,,,,,,,,,,,,,,,
,1567052,,,,,,,,,,,,,,,,,,,,,,,,,,
,1481276,,,,,,,,,,,,,,,,,,,,,,,,,,
,1304734,,,,,,,,,,,,,,,,,,,,,,,,,,
,661122,,,,,,,,,,,,,,,,,,,,,,,,,,
,1567219,,,,,,,,,,,,,,,,,,,,,,,,,,
,1262286,,,,,,,,,,,,,,,,,,,,,,,,,,
,173201,,,,,,,,,,,,,,,,,,,,,,,,,,
,1362783,,,,,,,,,,,,,,,,,,,,,,,,,,
,1568454,,,,,,,,,,,,,,,,,,,,,,,,,,
,1061225,,,,,,,,,,,,,,,,,,,,,,,,,,
,302277,,,,,,,,,,,,,,,,,,,,,,,,,,
,33998,,,,,,,,,,,,,,,,,,,,,,,,,,
,1568452,,,,,,,,,,,,,,,,,,,,,,,,,,
,1424859,,,,,,,,,,,,,,,,,,,,,,,,,,
,594540,,,,,,,,,,,,,,,,,,,,,,,,,,
,470902,,,,,,,,,,,,,,,,,,,,,,,,,,
,1569580,,,,,,,,,,,,,,,,,,,,,,,,,,
,1502058,,,,,,,,,,,,,,,,,,,,,,,,,,
,1359370,,,,,,,,,,,,,,,,,,,,,,,,,,
,1426188,,,,,,,,,,,,,,,,,,,,,,,,,,
,1569691,,,,,,,,,,,,,,,,,,,,,,,,,,
,1126205,,,,,,,,,,,,,,,,,,,,,,,,,,
,471503,,,,,,,,,,,,,,,,,,,,,,,,,,
,1563203,,,,,,,,,,,,,,,,,,,,,,,,,,
,1568075,,,,,,,,,,,,,,,,,,,,,,,,,,
,1341154,,,,,,,,,,,,,,,,,,,,,,,,,,
,596924,,,,,,,,,,,,,,,,,,,,,,,,,,
,262507,,,,,,,,,,,,,,,,,,,,,,,,,,
,1567211,,,,,,,,,,,,,,,,,,,,,,,,,,
,1479167,,,,,,,,,,,,,,,,,,,,,,,,,,
,1305017,,,,,,,,,,,,,,,,,,,,,,,,,,
,546733,,,,,,,,,,,,,,,,,,,,,,,,,,
,1307514,,,,,,,,,,,,,,,,,,,,,,,,,,
,1046054,,,,,,,,,,,,,,,,,,,,,,,,,,
,86071,,,,,,,,,,,,,,,,,,,,,,,,,,
,505698,,,,,,,,,,,,,,,,,,,,,,,,,,
,1550720,,,,,,,,,,,,,,,,,,,,,,,,,,
,1297234,,,,,,,,,,,,,,,,,,,,,,,,,,
,469494,,,,,,,,,,,,,,,,,,,,,,,,,,
,47642,,,,,,,,,,,,,,,,,,,,,,,,,,
,1170506,,,,,,,,,,,,,,,,,,,,,,,,,,
,1045777,,,,,,,,,,,,,,,,,,,,,,,,,,
,117114,,,,,,,,,,,,,,,,,,,,,,,,,,
,149834,,,,,,,,,,,,,,,,,,,,,,,,,,
,30612,,,,,,,,,,,,,,,,,,,,,,,,,,
,170196,,,,,,,,,,,,,,,,,,,,,,,,,,
,175282,,,,,,,,,,,,,,,,,,,,,,,,,,
,155077,,,,,,,,,,,,,,,,,,,,,,,,,,
,131926,,,,,,,,,,,,,,,,,,,,,,,,,,
,231789,,,,,,,,,,,,,,,,,,,,,,,,,,
,91842,,,,,,,,,,,,,,,,,,,,,,,,,,
,147727,,,,,,,,,,,,,,,,,,,,,,,,,,
,121446,,,,,,,,,,,,,,,,,,,,,,,,,,
,77142,,,,,,,,,,,,,,,,,,,,,,,,,,
,152439,,,,,,,,,,,,,,,,,,,,,,,,,,
,162204,,,,,,,,,,,,,,,,,,,,,,,,,,
,142955,,,,,,,,,,,,,,,,,,,,,,,,,,
,175004,,,,,,,,,,,,,,,,,,,,,,,,,,
,175069,,,,,,,,,,,,,,,,,,,,,,,,,,
,235814,,,,,,,,,,,,,,,,,,,,,,,,,,
,160715,,,,,,,,,,,,,,,,,,,,,,,,,,
,163775,,,,,,,,,,,,,,,,,,,,,,,,,,
,120114,,,,,,,,,,,,,,,,,,,,,,,,,,
,120467,,,,,,,,,,,,,,,,,,,,,,,,,,
,201885,,,,,,,,,,,,,,,,,,,,,,,,,,
,161773,,,,,,,,,,,,,,,,,,,,,,,,,,
,29189,,,,,,,,,,,,,,,,,,,,,,,,,,
,127047,,,,,,,,,,,,,,,,,,,,,,,,,,
,109899,,,,,,,,,,,,,,,,,,,,,,,,,,
,133042,,,,,,,,,,,,,,,,,,,,,,,,,,
,148531,,,,,,,,,,,,,,,,,,,,,,,,,,
,154982,,,,,,,,,,,,,,,,,,,,,,,,,,
,1561470,,,,,,,,,,,,,,,,,,,,,,,,,,
,143682,,,,,,,,,,,,,,,,,,,,,,,,,,
,124595,,,,,,,,,,,,,,,,,,,,,,,,,,
,162332,,,,,,,,,,,,,,,,,,,,,,,,,,
,100453,,,,,,,,,,,,,,,,,,,,,,,,,,
,171289,,,,,,,,,,,,,,,,,,,,,,,,,,
,69840,,,,,,,,,,,,,,,,,,,,,,,,,,
,158966,,,,,,,,,,,,,,,,,,,,,,,,,,
,48155,,,,,,,,,,,,,,,,,,,,,,,,,,
,179989,,,,,,,,,,,,,,,,,,,,,,,,,,
,153375,,,,,,,,,,,,,,,,,,,,,,,,,,
,171544,,,,,,,,,,,,,,,,,,,,,,,,,,
,1349355,,,,,,,,,,,,,,,,,,,,,,,,,,
,162592,,,,,,,,,,,,,,,,,,,,,,,,,,
,85232,,,,,,,,,,,,,,,,,,,,,,,,,,
,77325,,,,,,,,,,,,,,,,,,,,,,,,,,
,124271,,,,,,,,,,,,,,,,,,,,,,,,,,
,163677,,,,,,,,,,,,,,,,,,,,,,,,,,
,125218,,,,,,,,,,,,,,,,,,,,,,,,,,
,163217,,,,,,,,,,,,,,,,,,,,,,,,,,
,122876,,,,,,,,,,,,,,,,,,,,,,,,,,
,161731,,,,,,,,,,,,,,,,,,,,,,,,,,
,70654,,,,,,,,,,,,,,,,,,,,,,,,,,
,160565,,,,,,,,,,,,,,,,,,,,,,,,,,
,124968,,,,,,,,,,,,,,,,,,,,,,,,,,
,139990,,,,,,,,,,,,,,,,,,,,,,,,,,
,154679,,,,,,,,,,,,,,,,,,,,,,,,,,
,147035,,,,,,,,,,,,,,,,,,,,,,,,,,
,205018,,,,,,,,,,,,,,,,,,,,,,,,,,
,155924,,,,,,,,,,,,,,,,,,,,,,,,,,
,92348,,,,,,,,,,,,,,,,,,,,,,,,,,
,141671,,,,,,,,,,,,,,,,,,,,,,,,,,
,18733,,,,,,,,,,,,,,,,,,,,,,,,,,
,91729,,,,,,,,,,,,,,,,,,,,,,,,,,
,222318,,,,,,,,,,,,,,,,,,,,,,,,,,
,163596,,,,,,,,,,,,,,,,,,,,,,,,,,
,129011,,,,,,,,,,,,,,,,,,,,,,,,,,
,175702,,,,,,,,,,,,,,,,,,,,,,,,,,
,124207,,,,,,,,,,,,,,,,,,,,,,,,,,
,164404,,,,,,,,,,,,,,,,,,,,,,,,,,
,64994,,,,,,,,,,,,,,,,,,,,,,,,,,
,164294,,,,,,,,,,,,,,,,,,,,,,,,,,
,36787,,,,,,,,,,,,,,,,,,,,,,,,,,
,145067,,,,,,,,,,,,,,,,,,,,,,,,,,
,115706,,,,,,,,,,,,,,,,,,,,,,,,,,
,152525,,,,,,,,,,,,,,,,,,,,,,,,,,
,123014,,,,,,,,,,,,,,,,,,,,,,,,,,
,163425,,,,,,,,,,,,,,,,,,,,,,,,,,
,1471247,,,,,,,,,,,,,,,,,,,,,,,,,,
,164610,,,,,,,,,,,,,,,,,,,,,,,,,,
,109189,,,,,,,,,,,,,,,,,,,,,,,,,,
,157972,,,,,,,,,,,,,,,,,,,,,,,,,,
,882674,,,,,,,,,,,,,,,,,,,,,,,,,,
,162479,,,,,,,,,,,,,,,,,,,,,,,,,,
,33916,,,,,,,,,,,,,,,,,,,,,,,,,,
,164036,,,,,,,,,,,,,,,,,,,,,,,,,,
,133390,,,,,,,,,,,,,,,,,,,,,,,,,,
,1349829,,,,,,,,,,,,,,,,,,,,,,,,,,
,102322,,,,,,,,,,,,,,,,,,,,,,,,,,
,139476,,,,,,,,,,,,,,,,,,,,,,,,,,
,307557,,,,,,,,,,,,,,,,,,,,,,,,,,
,162155,,,,,,,,,,,,,,,,,,,,,,,,,,
,67996,,,,,,,,,,,,,,,,,,,,,,,,,,
,163700,,,,,,,,,,,,,,,,,,,,,,,,,,
,121232,,,,,,,,,,,,,,,,,,,,,,,,,,
,166072,,,,,,,,,,,,,,,,,,,,,,,,,,
,45227,,,,,,,,,,,,,,,,,,,,,,,,,,
,246668,,,,,,,,,,,,,,,,,,,,,,,,,,
,148632,,,,,,,,,,,,,,,,,,,,,,,,,,
,142333,,,,,,,,,,,,,,,,,,,,,,,,,,
,715468,,,,,,,,,,,,,,,,,,,,,,,,,,
,60049,,,,,,,,,,,,,,,,,,,,,,,,,,
,265413,,,,,,,,,,,,,,,,,,,,,,,,,,
,245163,,,,,,,,,,,,,,,,,,,,,,,,,,
,634579,,,,,,,,,,,,,,,,,,,,,,,,,,
,198055,,,,,,,,,,,,,,,,,,,,,,,,,,
,588686,,,,,,,,,,,,,,,,,,,,,,,,,,
,264262,,,,,,,,,,,,,,,,,,,,,,,,,,
,1554314,,,,,,,,,,,,,,,,,,,,,,,,,,
,269663,,,,,,,,,,,,,,,,,,,,,,,,,,
,173800,,,,,,,,,,,,,,,,,,,,,,,,,,
,261999,,,,,,,,,,,,,,,,,,,,,,,,,,
,421307,,,,,,,,,,,,,,,,,,,,,,,,,,
,225438,,,,,,,,,,,,,,,,,,,,,,,,,,
,471613,,,,,,,,,,,,,,,,,,,,,,,,,,
,245972,,,,,,,,,,,,,,,,,,,,,,,,,,
,601867,,,,,,,,,,,,,,,,,,,,,,,,,,
,241583,,,,,,,,,,,,,,,,,,,,,,,,,,
,628473,,,,,,,,,,,,,,,,,,,,,,,,,,
,246550,,,,,,,,,,,,,,,,,,,,,,,,,,
,1110734,,,,,,,,,,,,,,,,,,,,,,,,,,
,133094,,,,,,,,,,,,,,,,,,,,,,,,,,
,278729,,,,,,,,,,,,,,,,,,,,,,,,,,
,1544840,,,,,,,,,,,,,,,,,,,,,,,,,,
,458828,,,,,,,,,,,,,,,,,,,,,,,,,,
,1528993,,,,,,,,,,,,,,,,,,,,,,,,,,
,354808,,,,,,,,,,,,,,,,,,,,,,,,,,
,249545,,,,,,,,,,,,,,,,,,,,,,,,,,
,662547,,,,,,,,,,,,,,,,,,,,,,,,,,
,216751,,,,,,,,,,,,,,,,,,,,,,,,,,
,310111,,,,,,,,,,,,,,,,,,,,,,,,,,
,127283,,,,,,,,,,,,,,,,,,,,,,,,,,
,417347,,,,,,,,,,,,,,,,,,,,,,,,,,
,210921,,,,,,,,,,,,,,,,,,,,,,,,,,
,490794,,,,,,,,,,,,,,,,,,,,,,,,,,
,93776,,,,,,,,,,,,,,,,,,,,,,,,,,
,506768,,,,,,,,,,,,,,,,,,,,,,,,,,
,249029,,,,,,,,,,,,,,,,,,,,,,,,,,
,1362532,,,,,,,,,,,,,,,,,,,,,,,,,,
,217602,,,,,,,,,,,,,,,,,,,,,,,,,,
,1535700,,,,,,,,,,,,,,,,,,,,,,,,,,
,176252,,,,,,,,,,,,,,,,,,,,,,,,,,
,796499,,,,,,,,,,,,,,,,,,,,,,,,,,
,260389,,,,,,,,,,,,,,,,,,,,,,,,,,
,797369,,,,,,,,,,,,,,,,,,,,,,,,,,
,242834,,,,,,,,,,,,,,,,,,,,,,,,,,
,1548797,,,,,,,,,,,,,,,,,,,,,,,,,,
,229150,,,,,,,,,,,,,,,,,,,,,,,,,,
,500536,,,,,,,,,,,,,,,,,,,,,,,,,,
,263827,,,,,,,,,,,,,,,,,,,,,,,,,,
