time,ID,USD,generation,color,is_fancy,is_exclusive,fancy_type,is_prestige,prestige_type,prestige_ranking,fancy_ranking,prestige_time_limit,enhanced_cattributes_eyes,enhanced_cattributes_pattern,enhanced_cattributes_body,enhanced_cattributes_mouth,enhanced_cattributes_colorprimary,enhanced_cattributes_colorsecondary,enhanced_cattributes_colortertiary,enhanced_cattributes_coloreyes,status_cooldown_index,status_is_ready,status_is_gestating,purrs_count,purrs_is_purred,watchlist_count,watchlist_is_watchlisted
,114257,0.09,4,gold,False,False,,False,,,,,munchkin,gold,thicccbrowz,luckystripe,pouty,aquamarine,scarlet,granitegrey,2,True,False,0,False,0,False
,49301,0.09,16,chestnut,False,False,,False,,,,,munchkin,chestnut,thicccbrowz,totesbasic,dali,aquamarine,coffee,granitegrey,9,True,False,0,False,0,False
,50838,0.09,11,strawberry,False,False,,False,,,,,himalayan,strawberry,crazy,spock,pouty,greymatter,lemonade,granitegrey,8,True,False,0,False,0,False
,56294,0.09,5,mintgreen,False,False,,False,,,,,sphynx,mintgreen,crazy,totesbasic,soserious,mauveover,skyblue,granitegrey,7,True,False,0,False,0,False
,219163,0.09,12,strawberry,False,False,,False,,,,,ragamuffin,strawberry,otaku,totesbasic,tongue,shadowgrey,skyblue,emeraldgreen,6,True,False,0,False,0,False
,41771,0.09,9,sizzurp,False,False,,False,,,,,himalayan,sizzurp,crazy,luckystripe,happygokitty,greymatter,swampgreen,kittencream,6,True,False,0,False,0,False
,70546,0.09,18,chestnut,False,False,,False,,,,,himalayan,chestnut,simple,totesbasic,pouty,shadowgrey,swampgreen,granitegrey,9,True,False,0,False,0,False
,111567,0.09,9,strawberry,False,False,,False,,,,,sphynx,strawberry,otaku,totesbasic,beard,orangesoda,scarlet,kittencream,10,True,False,0,False,0,False
,154650,0.09,4,strawberry,False,False,,False,,,,,sphynx,strawberry,crazy,spock,saycheese,salmon,scarlet,granitegrey,2,True,False,0,False,0,False
,105578,0.09,9,topaz,False,False,,False,,,,,munchkin,topaz,simple,totesbasic,beard,orangesoda,swampgreen,kittencream,6,True,False,1,False,0,False
,77170,0.09,12,sizzurp,False,False,,False,,,,,ragamuffin,sizzurp,simple,totesbasic,happygokitty,greymatter,lemonade,kittencream,7,True,False,0,False,0,False
,44833,0.09,10,topaz,False,False,,False,,,,,ragamuffin,topaz,raisedbrow,totesbasic,pouty,greymatter,royalpurple,emeraldgreen,8,True,False,2,False,0,False
,84861,0.09,7,mintgreen,False,False,,False,,,,,himalayan,mintgreen,thicccbrowz,luckystripe,soserious,mauveover,coffee,kittencream,3,True,False,0,False,0,False
,81043,0.09,8,sizzurp,False,False,,False,,,,,himalayan,sizzurp,simple,totesbasic,pouty,orangesoda,chocolate,kittencream,7,True,False,1,False,0,False
,34930,0.09,18,sizzurp,False,False,,False,,,,,himalayan,sizzurp,raisedbrow,luckystripe,tongue,mauveover,barkbrown,granitegrey,10,True,False,0,False,0,False
,121160,0.09,4,strawberry,False,False,,False,,,,,cymric,strawberry,crazy,totesbasic,pouty,salmon,swampgreen,granitegrey,3,True,False,0,False,0,False
,80238,0.09,9,sizzurp,False,False,,False,,,,,himalayan,sizzurp,thicccbrowz,totesbasic,happygokitty,salmon,chocolate,emeraldgreen,4,True,False,0,False,0,False
,109555,0.09,10,chestnut,False,False,,False,,,,,munchkin,chestnut,raisedbrow,luckystripe,beard,cloudwhite,coffee,kittencream,6,True,False,0,False,0,False
,81367,0.09,19,bubblegum,False,False,,False,,,,,sphynx,bubblegum,thicccbrowz,tigerpunk,saycheese,orangesoda,royalpurple,granitegrey,9,True,False,0,False,0,False
,173658,0.09,12,limegreen,False,False,,False,,,,,munchkin,limegreen,simple,spock,happygokitty,orangesoda,barkbrown,bloodred,6,True,False,0,False,0,False
,79494,0.09,8,sizzurp,False,False,,False,,,,,sphynx,sizzurp,raisedbrow,totesbasic,soserious,mauveover,lemonade,granitegrey,5,True,False,0,False,0,False
,162501,0.09,4,chestnut,False,False,,False,,,,,ragamuffin,chestnut,crazy,spock,pouty,orangesoda,lemonade,bloodred,2,True,False,0,False,0,False
,229260,0.09,20,sizzurp,False,False,,False,,,,,laperm,sizzurp,crazy,luckystripe,pouty,greymatter,lemonade,kittencream,10,True,False,0,False,0,False
,140304,0.09,11,strawberry,False,False,,False,,,,,chartreux,strawberry,raisedbrow,totesbasic,soserious,orangesoda,coffee,emeraldgreen,5,True,False,0,False,0,False
,55339,0.09,10,chestnut,False,False,,False,,,,,himalayan,chestnut,thicccbrowz,luckystripe,pouty,cloudwhite,coffee,emeraldgreen,5,True,False,1,False,0,False
,72614,0.09,22,sizzurp,False,False,,False,,,,,munchkin,sizzurp,simple,calicool,tongue,orangesoda,coffee,kittencream,12,True,False,0,False,0,False
,66277,0.09,13,sizzurp,False,False,,False,,,,,cymric,sizzurp,thicccbrowz,luckystripe,happygokitty,greymatter,lemonade,kittencream,6,True,False,1,False,0,False
,117087,0.09,8,mintgreen,False,False,,False,,,,,munchkin,mintgreen,crazy,totesbasic,tongue,aquamarine,royalpurple,granitegrey,4,True,False,0,False,0,False
,66027,0.09,4,mintgreen,False,False,,False,,,,,sphynx,mintgreen,simple,totesbasic,saycheese,greymatter,chocolate,kittencream,2,True,False,0,False,0,False
,237862,0.09,6,topaz,False,False,,False,,,,,munchkin,topaz,raisedbrow,luckystripe,happygokitty,aquamarine,barkbrown,kittencream,4,True,False,0,False,0,False
,43407,0.09,17,sizzurp,False,False,,False,,,,,munchkin,sizzurp,simple,luckystripe,pouty,cloudwhite,lemonade,granitegrey,10,True,False,0,False,0,False
,70789,0.09,20,mintgreen,False,False,,False,,,,,laperm,mintgreen,raisedbrow,calicool,happygokitty,orangesoda,swampgreen,granitegrey,10,True,False,0,False,0,False
,50726,0.09,7,topaz,False,False,,False,,,,,munchkin,topaz,raisedbrow,totesbasic,tongue,orangesoda,swampgreen,granitegrey,9,True,False,0,False,0,False
,240206,0.09,14,sizzurp,False,False,,False,,,,,munchkin,sizzurp,raisedbrow,totesbasic,soserious,salmon,royalpurple,kittencream,7,True,False,1,False,0,False
,68842,0.09,8,mintgreen,False,False,,False,,,,,sphynx,mintgreen,simple,totesbasic,happygokitty,greymatter,lemonade,granitegrey,5,True,False,0,False,0,False
,130952,0.09,6,sizzurp,False,False,,False,,,,,ragamuffin,sizzurp,otaku,totesbasic,pouty,orangesoda,lemonade,kittencream,5,True,False,1,False,0,False
,62536,0.09,14,mintgreen,False,False,,False,,,,,munchkin,mintgreen,otaku,totesbasic,tongue,orangesoda,royalpurple,kittencream,8,True,False,1,False,0,False
,72144,0.09,11,strawberry,False,False,,False,,,,,himalayan,strawberry,crazy,totesbasic,happygokitty,salmon,chocolate,granitegrey,5,True,False,0,False,0,False
,110231,0.09,4,bubblegum,False,False,,False,,,,,munchkin,bubblegum,thicccbrowz,totesbasic,soserious,shadowgrey,swampgreen,kittencream,3,True,False,0,False,0,False
,102115,0.09,8,strawberry,False,False,,False,,,,,munchkin,strawberry,simple,totesbasic,soserious,orangesoda,chocolate,kittencream,7,True,False,0,False,0,False
,32621,0.09,8,sizzurp,False,False,,False,,,,,munchkin,sizzurp,crazy,totesbasic,saycheese,orangesoda,coffee,kittencream,10,True,False,1,False,0,False
,53723,0.09,17,sizzurp,False,False,,False,,,,,sphynx,sizzurp,crazy,totesbasic,soserious,shadowgrey,swampgreen,kittencream,8,True,False,0,False,0,False
,65645,0.09,4,sizzurp,False,False,,False,,,,,cymric,sizzurp,crazy,totesbasic,saycheese,aquamarine,swampgreen,kittencream,2,True,False,1,False,0,False
,86487,0.09,8,sizzurp,False,False,,False,,,,,ragamuffin,sizzurp,thicccbrowz,totesbasic,happygokitty,mauveover,chocolate,bloodred,4,True,False,0,False,0,False
,67558,0.09,9,limegreen,False,False,,False,,,,,munchkin,limegreen,crazy,calicool,beard,cloudwhite,royalpurple,granitegrey,4,True,False,0,False,0,False
,85811,0.09,15,bubblegum,False,False,,False,,,,,cymric,bubblegum,crazy,calicool,saycheese,cloudwhite,scarlet,granitegrey,7,True,False,0,False,0,False
,168279,0.09,3,sizzurp,False,False,,False,,,,,himalayan,sizzurp,googly,luckystripe,pouty,salmon,skyblue,kittencream,7,True,False,0,False,0,False
,88925,0.09,11,mintgreen,False,False,,False,,,,,ragamuffin,mintgreen,thicccbrowz,calicool,tongue,greymatter,lemonade,granitegrey,5,True,False,1,False,0,False
,77045,0.09,12,strawberry,False,False,,False,,,,,laperm,strawberry,crazy,spock,beard,cloudwhite,swampgreen,emeraldgreen,11,True,False,0,False,0,False
,198556,0.09,10,bubblegum,False,False,,False,,,,,munchkin,bubblegum,crazy,spock,saycheese,mauveover,chocolate,bloodred,5,True,False,0,False,0,False
,76279,0.09,11,mintgreen,False,False,,False,,,,,munchkin,mintgreen,raisedbrow,tigerpunk,soserious,shadowgrey,royalpurple,granitegrey,5,True,False,0,False,0,False
,49015,0.09,13,strawberry,False,False,,False,,,,,cymric,strawberry,crazy,tigerpunk,pouty,orangesoda,coffee,granitegrey,8,True,False,0,False,0,False
,38013,0.09,18,limegreen,False,False,,False,,,,,sphynx,limegreen,otaku,totesbasic,happygokitty,aquamarine,royalpurple,kittencream,11,True,False,0,False,0,False
,68039,0.09,9,mintgreen,False,False,,False,,,,,sphynx,mintgreen,crazy,totesbasic,soserious,mauveover,swampgreen,kittencream,5,True,False,0,False,0,False
,23309,0.09,10,sizzurp,False,False,,False,,,,,sphynx,sizzurp,crazy,totesbasic,soserious,orangesoda,swampgreen,granitegrey,7,True,False,0,False,0,False
,56021,0.09,13,strawberry,False,False,,False,,,,,himalayan,strawberry,raisedbrow,totesbasic,soserious,shadowgrey,swampgreen,kittencream,7,True,False,0,False,0,False
,77459,0.09,12,topaz,False,False,,False,,,,,ragamuffin,topaz,otaku,luckystripe,soserious,mauveover,lemonade,granitegrey,6,True,False,0,False,0,False
,125344,0.09,2,topaz,False,False,,False,,,,,munchkin,topaz,crazy,totesbasic,pouty,orangesoda,coffee,granitegrey,5,True,False,1,False,0,False
,84568,0.09,13,mintgreen,False,False,,False,,,,,ragamuffin,mintgreen,crazy,totesbasic,pouty,greymatter,lemonade,kittencream,6,True,False,0,False,0,False
,77875,0.09,12,sizzurp,False,False,,False,,,,,himalayan,sizzurp,simple,totesbasic,soserious,cloudwhite,swampgreen,granitegrey,6,True,False,0,False,0,False
,77083,0.09,15,sizzurp,False,False,,False,,,,,himalayan,sizzurp,thicccbrowz,luckystripe,saycheese,shadowgrey,swampgreen,kittencream,7,True,False,0,False,0,False
,75416,0.09,16,topaz,False,False,,False,,,,,sphynx,topaz,raisedbrow,totesbasic,happygokitty,orangesoda,royalpurple,granitegrey,8,True,False,0,False,0,False
,190182,0.09,5,topaz,False,False,,False,,,,,himalayan,topaz,crazy,spock,soserious,orangesoda,royalpurple,granitegrey,3,True,False,0,False,0,False
,49393,0.09,6,sizzurp,False,False,,False,,,,,cymric,sizzurp,simple,luckystripe,happygokitty,aquamarine,lemonade,granitegrey,3,True,False,0,False,0,False
,114439,0.09,6,topaz,False,False,,False,,,,,ragamuffin,topaz,thicccbrowz,totesbasic,tongue,salmon,scarlet,kittencream,3,True,False,0,False,0,False
,72574,0.09,7,strawberry,False,False,,False,,,,,ragamuffin,strawberry,thicccbrowz,tigerpunk,tongue,aquamarine,chocolate,granitegrey,6,True,False,0,False,0,False
,67766,0.09,8,strawberry,False,False,,False,,,,,himalayan,strawberry,thicccbrowz,totesbasic,soserious,shadowgrey,lemonade,kittencream,5,True,False,0,False,0,False
,59516,0.09,5,topaz,False,False,,False,,,,,sphynx,topaz,crazy,totesbasic,saycheese,greymatter,swampgreen,granitegrey,6,True,False,0,False,0,False
,81304,0.09,8,sizzurp,False,False,,False,,,,,munchkin,sizzurp,crazy,spock,beard,orangesoda,swampgreen,kittencream,4,True,False,0,False,0,False
,31665,0.09,11,chestnut,False,False,,False,,,,,sphynx,chestnut,thicccbrowz,spock,saycheese,mauveover,scarlet,granitegrey,12,True,False,1,False,0,False
,62391,0.09,18,strawberry,False,False,,False,,,,,laperm,strawberry,crazy,totesbasic,pouty,greymatter,swampgreen,kittencream,11,True,False,0,False,0,False
,93532,0.09,7,topaz,False,False,,False,,,,,sphynx,topaz,crazy,totesbasic,soserious,shadowgrey,royalpurple,kittencream,4,True,False,0,False,0,False
,133936,0.09,6,topaz,False,False,,False,,,,,munchkin,topaz,thicccbrowz,totesbasic,soserious,salmon,chocolate,granitegrey,3,True,False,0,False,0,False
,190350,0.09,8,strawberry,False,False,,False,,,,,sphynx,strawberry,otaku,jaguar,tongue,greymatter,swampgreen,granitegrey,8,True,False,0,False,0,False
,66356,0.09,6,strawberry,False,False,,False,,,,,sphynx,strawberry,crazy,spock,saycheese,greymatter,chocolate,kittencream,5,True,False,0,False,0,False
,25970,0.09,12,chestnut,False,False,,False,,,,,ragamuffin,chestnut,crazy,tigerpunk,tongue,salmon,swampgreen,kittencream,10,True,False,0,False,0,False
,71055,0.09,16,limegreen,False,False,,False,,,,,sphynx,limegreen,otaku,totesbasic,pouty,cloudwhite,scarlet,kittencream,8,True,False,0,False,0,False
,35580,0.09,13,mintgreen,False,False,,False,,,,,himalayan,mintgreen,otaku,luckystripe,pouty,mauveover,skyblue,bloodred,11,True,False,0,False,0,False
,98881,0.09,8,strawberry,False,False,,False,,,,,himalayan,strawberry,thicccbrowz,totesbasic,soserious,greymatter,chocolate,kittencream,5,True,False,0,False,0,False
,45345,0.09,20,strawberry,False,False,,False,,,,,sphynx,strawberry,simple,totesbasic,tongue,shadowgrey,coffee,granitegrey,11,True,False,0,False,0,False
,35543,0.09,20,mintgreen,False,False,,False,,,,,munchkin,mintgreen,crazy,totesbasic,soserious,orangesoda,chocolate,kittencream,11,True,False,0,False,0,False
,131395,0.09,9,strawberry,False,False,,False,,,,,himalayan,strawberry,raisedbrow,jaguar,pouty,mauveover,swampgreen,granitegrey,5,True,False,0,False,0,False
,58846,0.09,7,strawberry,False,False,,False,,,,,himalayan,strawberry,crazy,spock,soserious,mauveover,royalpurple,kittencream,7,True,False,0,False,0,False
,91668,0.09,10,mintgreen,False,False,,False,,,,,munchkin,mintgreen,thicccbrowz,luckystripe,saycheese,salmon,scarlet,kittencream,6,True,False,0,False,0,False
,77364,0.09,16,topaz,False,False,,False,,,,,himalayan,topaz,thicccbrowz,tigerpunk,tongue,aquamarine,chocolate,kittencream,8,True,False,0,False,0,False
,74428,0.09,16,topaz,False,False,,False,,,,,ragamuffin,topaz,thicccbrowz,totesbasic,pouty,orangesoda,coffee,kittencream,9,True,False,1,False,0,False
,108652,0.09,4,gold,False,False,,False,,,,,ragamuffin,gold,crazy,totesbasic,soserious,salmon,coffee,kittencream,2,True,False,0,False,0,False
,41359,0.09,7,topaz,False,False,,False,,,,,himalayan,topaz,crazy,totesbasic,pouty,greymatter,skyblue,granitegrey,10,True,False,0,False,0,False
,194492,0.09,5,chestnut,False,False,,False,,,,,ragamuffin,chestnut,simple,spock,happygokitty,aquamarine,lemonade,kittencream,3,True,False,0,False,0,False
,133414,0.09,10,topaz,False,False,,False,,,,,ragamuffin,topaz,raisedbrow,tigerpunk,saycheese,mauveover,scarlet,emeraldgreen,5,True,False,0,False,0,False
,93088,0.09,15,sizzurp,False,False,,False,,,,,ragamuffin,sizzurp,crazy,tigerpunk,happygokitty,greymatter,chocolate,granitegrey,7,True,False,0,False,0,False
