date,cryptokitties
2019-07-04,0.5445301145499516
2019-07-03,0.8772985178860331
2019-07-02,0.5142784415193987
2019-07-01,0.5445301145499516
2019-06-30,0.4235234224277401
2019-06-29,0.0
2019-06-28,0.36302007636663436
2019-06-27,0.5142784415193987
2019-06-26,0.6957884797027158
2019-06-25,1.4218286324359846
2019-06-24,0.36302007636663436
2019-06-23,0.4235234224277401
2019-06-22,0.8167951718249273
2019-06-21,1.300821940313773
2019-06-20,0.5445301145499516
2019-06-19,0.36302007636663436
2019-06-18,1.0588085560693503
2019-06-17,1.0588085560693503
2019-06-16,1.6033386706193018
2019-06-15,0.39327174939718723
2019-06-14,0.36302007636663436
2019-06-13,0.8772985178860331
2019-06-12,0.6957884797027158
2019-06-11,0.6957884797027158
2019-06-10,0.6957884797027158
2019-06-09,0.0
2019-06-08,0.6050334606110573
2019-06-07,0.907550190916586
2019-06-06,1.0588085560693503
2019-06-05,0.8772985178860331
2019-06-04,0.5445301145499516
2019-06-03,1.7545970357720662
2019-06-02,0.39327174939718723
2019-06-01,0.6050334606110573
2019-05-31,0.9378018639471388
2019-05-30,1.2403185942526676
2019-05-29,0.8772985178860331
2019-05-28,1.2100669212221147
2019-05-27,1.4520803054665374
2019-05-26,0.8167951718249273
2019-05-25,1.6638420166804075
2019-05-24,0.5747817875805045
2019-05-23,0.36302007636663436
2019-05-22,1.4218286324359846
2019-05-21,0.5142784415193987
2019-05-20,1.0588085560693503
2019-05-19,0.8167951718249273
2019-05-18,0.6352851336416102
2019-05-17,0.9378018639471388
2019-05-16,0.7260401527332687
2019-05-15,0.907550190916586
2019-05-14,0.7260401527332687
2019-05-13,0.0
2019-05-12,0.4235234224277401
2019-05-11,0.4235234224277401
2019-05-10,0.36302007636663436
2019-05-09,1.4520803054665374
2019-05-08,0.36302007636663436
2019-05-07,0.36302007636663436
2019-05-06,0.36302007636663436
2019-05-05,0.39327174939718723
2019-05-04,0.8167951718249273
2019-05-03,1.119311902130456
2019-05-02,0.7260401527332687
2019-05-01,0.5747817875805045
2019-04-30,0.36302007636663436
2019-04-29,0.6957884797027158
2019-04-28,0.39327174939718723
2019-04-27,0.39327174939718723
2019-04-26,1.119311902130456
2019-04-25,0.7260401527332687
2019-04-24,1.0890602290999032
2019-04-23,0.7260401527332687
2019-04-22,0.39327174939718723
2019-04-21,0.8772985178860331
2019-04-20,0.8772985178860331
2019-04-19,0.0
2019-04-18,0.7562918257638216
2019-04-17,1.119311902130456
2019-04-16,1.0890602290999032
2019-04-15,1.4218286324359846
2019-04-14,1.2403185942526676
2019-04-13,0.0
2019-04-12,0.7562918257638216
2019-04-11,1.0890602290999032
2019-04-10,0.8772985178860331
2019-04-09,0.36302007636663436
2019-04-08,0.0
2019-04-07,0.8167951718249273
2019-04-06,0.8167951718249273
2019-04-05,0.0
2019-04-04,0.36302007636663436
2019-04-03,0.907550190916586
2019-04-02,0.7260401527332687
2019-04-01,1.0890602290999032
2019-03-31,0.8167951718249273
2019-03-30,2.0873654391081478
2019-03-29,0.7562918257638216
2019-03-28,0.5445301145499516
2019-03-27,0.907550190916586
2019-03-26,0.7260401527332687
2019-03-25,0.7260401527332687
2019-03-24,0.5747817875805045
2019-03-23,0.8167951718249273
2019-03-22,0.7562918257638216
2019-03-21,0.7260401527332687
2019-03-20,1.0890602290999032
2019-03-19,0.6957884797027158
2019-03-18,0.36302007636663436
2019-03-17,0.0
2019-03-16,0.8167951718249273
2019-03-15,0.907550190916586
2019-03-14,0.36302007636663436
2019-03-13,1.2403185942526676
2019-03-12,0.8772985178860331
2019-03-11,1.2403185942526676
2019-03-10,0.39327174939718723
2019-03-09,0.4235234224277401
2019-03-08,1.119311902130456
2019-03-07,1.4218286324359846
2019-03-06,0.36302007636663436
2019-03-05,1.0890602290999032
2019-03-04,0.5445301145499516
2019-03-03,0.8167951718249273
2019-03-02,0.8167951718249273
2019-03-01,0.5445301145499516
2019-02-28,1.0588085560693503
2019-02-27,0.5142784415193987
2019-02-26,1.2403185942526676
2019-02-25,0.5142784415193987
2019-02-24,0.39327174939718723
2019-02-23,0.39327174939718723
2019-02-22,0.36302007636663436
2019-02-21,0.5142784415193987
2019-02-20,1.2100669212221147
2019-02-19,0.8772985178860331
2019-02-18,0.6957884797027158
2019-02-17,1.2403185942526676
2019-02-16,0.8167951718249273
2019-02-15,0.7260401527332687
2019-02-14,0.8772985178860331
2019-02-13,0.6957884797027158
2019-02-12,1.2100669212221147
2019-02-11,0.8470468448554802
2019-02-10,0.6050334606110573
2019-02-09,0.6050334606110573
2019-02-08,1.0890602290999032
2019-02-07,0.8772985178860331
2019-02-06,0.6957884797027158
2019-02-05,0.7260401527332687
2019-02-04,0.36302007636663436
2019-02-03,0.6050334606110573
2019-02-02,0.7865434987943745
2019-02-01,0.7260401527332687
2019-01-31,1.2403185942526676
2019-01-30,1.0588085560693503
2019-01-29,0.8772985178860331
2019-01-28,0.8772985178860331
2019-01-27,0.39327174939718723
2019-01-26,1.0285568830387974
2019-01-25,0.5445301145499516
2019-01-24,0.5142784415193987
2019-01-23,0.36302007636663436
2019-01-22,0.36302007636663436
2019-01-21,0.907550190916586
2019-01-20,0.7865434987943745
2019-01-19,0.8167951718249273
2019-01-18,1.300821940313773
2019-01-17,0.907550190916586
2019-01-16,0.7260401527332687
2019-01-15,0.6957884797027158
2019-01-14,0.36302007636663436
2019-01-13,1.0285568830387974
2019-01-12,0.6050334606110573
2019-01-11,0.5747817875805045
2019-01-10,1.2705702672832204
2019-01-09,0.5445301145499516
2019-01-08,0.36302007636663436
2019-01-07,0.7260401527332687
2019-01-06,0.8167951718249273
2019-01-05,1.0285568830387974
2019-01-04,1.5125836515276432
2019-01-03,0.36302007636663436
2019-01-02,0.7562918257638216
2019-01-01,2.268875477291465
2018-12-31,3.0251673030552864
2018-12-30,0.453775095458293
2018-12-29,1.2705702672832204
2018-12-28,0.8167951718249273
2018-12-27,1.784848708802619
2018-12-26,0.4235234224277401
2018-12-25,1.1798152481915618
2018-12-24,1.331073613344326
2018-12-23,0.907550190916586
2018-12-22,0.8772985178860331
2018-12-21,0.4235234224277401
2018-12-20,1.3613252863748788
2018-12-19,1.3613252863748788
2018-12-18,0.5142784415193987
2018-12-17,1.2100669212221147
2018-12-16,0.4235234224277401
2018-12-15,0.4235234224277401
2018-12-14,2.057113766077595
2018-12-13,0.7562918257638216
2018-12-12,0.5445301145499516
2018-12-11,0.5445301145499516
2018-12-10,1.4823319784970903
2018-12-09,2.057113766077595
2018-12-08,0.8470468448554802
2018-12-07,1.331073613344326
2018-12-06,1.300821940313773
2018-12-05,0.5445301145499516
2018-12-04,0.907550190916586
2018-12-03,1.4520803054665374
2018-12-02,0.8167951718249273
2018-12-01,0.4235234224277401
2018-11-30,1.4823319784970903
2018-11-29,1.815100381833172
2018-11-28,1.4520803054665374
