time,ID,USD,USD,time,generation,color,is_fancy,is_exclusive,fancy_type,is_prestige,prestige_type,prestige_ranking,fancy_ranking,prestige_time_limit,enhanced_cattributes_eyes,enhanced_cattributes_pattern,enhanced_cattributes_body,enhanced_cattributes_mouth,enhanced_cattributes_colorprimary,enhanced_cattributes_colorsecondary,enhanced_cattributes_colortertiary,enhanced_cattributes_coloreyes,status_cooldown_index,status_is_ready,status_is_gestating,purrs_count,purrs_is_purred
,258643,,,,,,,,,,,,,,,,,,,,,,,,,,
,425781,,,,,,,,,,,,,,,,,,,,,,,,,,
,274599,,,,,,,,,,,,,,,,,,,,,,,,,,
,351380,,,,,,,,,,,,,,,,,,,,,,,,,,
,235465,,,,,,,,,,,,,,,,,,,,,,,,,,
,389156,,,,,,,,,,,,,,,,,,,,,,,,,,
,397287,,,,,,,,,,,,,,,,,,,,,,,,,,
,450118,,,,,,,,,,,,,,,,,,,,,,,,,,
,84893,,,,,,,,,,,,,,,,,,,,,,,,,,
,67944,,,,,,,,,,,,,,,,,,,,,,,,,,
,213652,,,,,,,,,,,,,,,,,,,,,,,,,,
,323640,,,,,,,,,,,,,,,,,,,,,,,,,,
,283361,,,,,,,,,,,,,,,,,,,,,,,,,,
,394543,,,,,,,,,,,,,,,,,,,,,,,,,,
,381480,,,,,,,,,,,,,,,,,,,,,,,,,,
,406841,,,,,,,,,,,,,,,,,,,,,,,,,,
,291677,,,,,,,,,,,,,,,,,,,,,,,,,,
,208651,,,,,,,,,,,,,,,,,,,,,,,,,,
,412697,,,,,,,,,,,,,,,,,,,,,,,,,,
,413933,,,,,,,,,,,,,,,,,,,,,,,,,,
,345578,,,,,,,,,,,,,,,,,,,,,,,,,,
,387714,,,,,,,,,,,,,,,,,,,,,,,,,,
,412949,,,,,,,,,,,,,,,,,,,,,,,,,,
,353434,,,,,,,,,,,,,,,,,,,,,,,,,,
,262426,,,,,,,,,,,,,,,,,,,,,,,,,,
,420053,,,,,,,,,,,,,,,,,,,,,,,,,,
,487860,,,,,,,,,,,,,,,,,,,,,,,,,,
,443979,,,,,,,,,,,,,,,,,,,,,,,,,,
,382137,,,,,,,,,,,,,,,,,,,,,,,,,,
,246125,,,,,,,,,,,,,,,,,,,,,,,,,,
,452057,,,,,,,,,,,,,,,,,,,,,,,,,,
,441812,,,,,,,,,,,,,,,,,,,,,,,,,,
,409395,,,,,,,,,,,,,,,,,,,,,,,,,,
,112087,,,,,,,,,,,,,,,,,,,,,,,,,,
,448313,,,,,,,,,,,,,,,,,,,,,,,,,,
,256065,,,,,,,,,,,,,,,,,,,,,,,,,,
,218063,,,,,,,,,,,,,,,,,,,,,,,,,,
,426580,,,,,,,,,,,,,,,,,,,,,,,,,,
,452154,,,,,,,,,,,,,,,,,,,,,,,,,,
,408316,,,,,,,,,,,,,,,,,,,,,,,,,,
,408045,,,,,,,,,,,,,,,,,,,,,,,,,,
,454652,,,,,,,,,,,,,,,,,,,,,,,,,,
,359344,,,,,,,,,,,,,,,,,,,,,,,,,,
,446030,,,,,,,,,,,,,,,,,,,,,,,,,,
,218967,,,,,,,,,,,,,,,,,,,,,,,,,,
,405464,,,,,,,,,,,,,,,,,,,,,,,,,,
,440059,,,,,,,,,,,,,,,,,,,,,,,,,,
,407928,,,,,,,,,,,,,,,,,,,,,,,,,,
,182463,,,,,,,,,,,,,,,,,,,,,,,,,,
,47006,,,,,,,,,,,,,,,,,,,,,,,,,,
,412637,,,,,,,,,,,,,,,,,,,,,,,,,,
,401999,,,,,,,,,,,,,,,,,,,,,,,,,,
,229279,,,,,,,,,,,,,,,,,,,,,,,,,,
,457022,,,,,,,,,,,,,,,,,,,,,,,,,,
,445545,,,,,,,,,,,,,,,,,,,,,,,,,,
,406497,,,,,,,,,,,,,,,,,,,,,,,,,,
,100804,,,,,,,,,,,,,,,,,,,,,,,,,,
,216617,,,,,,,,,,,,,,,,,,,,,,,,,,
,452511,,,,,,,,,,,,,,,,,,,,,,,,,,
,437014,,,,,,,,,,,,,,,,,,,,,,,,,,
,246955,,,,,,,,,,,,,,,,,,,,,,,,,,
,376263,,,,,,,,,,,,,,,,,,,,,,,,,,
,462293,,,,,,,,,,,,,,,,,,,,,,,,,,
,243080,,,,,,,,,,,,,,,,,,,,,,,,,,
,299397,,,,,,,,,,,,,,,,,,,,,,,,,,
,432172,,,,,,,,,,,,,,,,,,,,,,,,,,
,28551,,,,,,,,,,,,,,,,,,,,,,,,,,
,215000,,,,,,,,,,,,,,,,,,,,,,,,,,
,405418,,,,,,,,,,,,,,,,,,,,,,,,,,
,446035,,,,,,,,,,,,,,,,,,,,,,,,,,
,381472,,,,,,,,,,,,,,,,,,,,,,,,,,
,188426,,,,,,,,,,,,,,,,,,,,,,,,,,
,412131,,,,,,,,,,,,,,,,,,,,,,,,,,
,351801,,,,,,,,,,,,,,,,,,,,,,,,,,
,354143,,,,,,,,,,,,,,,,,,,,,,,,,,
,37893,,,,,,,,,,,,,,,,,,,,,,,,,,
,462366,,,,,,,,,,,,,,,,,,,,,,,,,,
,452338,,,,,,,,,,,,,,,,,,,,,,,,,,
,464311,,,,,,,,,,,,,,,,,,,,,,,,,,
,474300,,,,,,,,,,,,,,,,,,,,,,,,,,
,356876,,,,,,,,,,,,,,,,,,,,,,,,,,
,356439,,,,,,,,,,,,,,,,,,,,,,,,,,
,356356,,,,,,,,,,,,,,,,,,,,,,,,,,
,356324,,,,,,,,,,,,,,,,,,,,,,,,,,
,355328,,,,,,,,,,,,,,,,,,,,,,,,,,
,354639,,,,,,,,,,,,,,,,,,,,,,,,,,
,354530,,,,,,,,,,,,,,,,,,,,,,,,,,
,354013,,,,,,,,,,,,,,,,,,,,,,,,,,
,353908,,,,,,,,,,,,,,,,,,,,,,,,,,
,353184,,,,,,,,,,,,,,,,,,,,,,,,,,
,353001,,,,,,,,,,,,,,,,,,,,,,,,,,
,352377,,,,,,,,,,,,,,,,,,,,,,,,,,
,352326,,,,,,,,,,,,,,,,,,,,,,,,,,
,352017,,,,,,,,,,,,,,,,,,,,,,,,,,
,351715,,,,,,,,,,,,,,,,,,,,,,,,,,
,352100,,,,,,,,,,,,,,,,,,,,,,,,,,
,350657,,,,,,,,,,,,,,,,,,,,,,,,,,
,350665,,,,,,,,,,,,,,,,,,,,,,,,,,
,349744,,,,,,,,,,,,,,,,,,,,,,,,,,
,349474,,,,,,,,,,,,,,,,,,,,,,,,,,
,349404,,,,,,,,,,,,,,,,,,,,,,,,,,
,349338,,,,,,,,,,,,,,,,,,,,,,,,,,
,348413,,,,,,,,,,,,,,,,,,,,,,,,,,
,346392,,,,,,,,,,,,,,,,,,,,,,,,,,
,345912,,,,,,,,,,,,,,,,,,,,,,,,,,
,345716,,,,,,,,,,,,,,,,,,,,,,,,,,
,344993,,,,,,,,,,,,,,,,,,,,,,,,,,
,345174,,,,,,,,,,,,,,,,,,,,,,,,,,
,345071,,,,,,,,,,,,,,,,,,,,,,,,,,
,344850,,,,,,,,,,,,,,,,,,,,,,,,,,
,344593,,,,,,,,,,,,,,,,,,,,,,,,,,
,349093,,,,,,,,,,,,,,,,,,,,,,,,,,
,343645,,,,,,,,,,,,,,,,,,,,,,,,,,
,343462,,,,,,,,,,,,,,,,,,,,,,,,,,
,344180,,,,,,,,,,,,,,,,,,,,,,,,,,
,343972,,,,,,,,,,,,,,,,,,,,,,,,,,
,341738,,,,,,,,,,,,,,,,,,,,,,,,,,
,341470,,,,,,,,,,,,,,,,,,,,,,,,,,
,341207,,,,,,,,,,,,,,,,,,,,,,,,,,
,340731,,,,,,,,,,,,,,,,,,,,,,,,,,
,340473,,,,,,,,,,,,,,,,,,,,,,,,,,
,341023,,,,,,,,,,,,,,,,,,,,,,,,,,
,340181,,,,,,,,,,,,,,,,,,,,,,,,,,
,340118,,,,,,,,,,,,,,,,,,,,,,,,,,
,339766,,,,,,,,,,,,,,,,,,,,,,,,,,
,339372,,,,,,,,,,,,,,,,,,,,,,,,,,
,339274,,,,,,,,,,,,,,,,,,,,,,,,,,
,339418,,,,,,,,,,,,,,,,,,,,,,,,,,
,338043,,,,,,,,,,,,,,,,,,,,,,,,,,
,338288,,,,,,,,,,,,,,,,,,,,,,,,,,
,337546,,,,,,,,,,,,,,,,,,,,,,,,,,
,336575,,,,,,,,,,,,,,,,,,,,,,,,,,
,336201,,,,,,,,,,,,,,,,,,,,,,,,,,
,335705,,,,,,,,,,,,,,,,,,,,,,,,,,
,334949,,,,,,,,,,,,,,,,,,,,,,,,,,
,334841,,,,,,,,,,,,,,,,,,,,,,,,,,
,334404,,,,,,,,,,,,,,,,,,,,,,,,,,
,334666,,,,,,,,,,,,,,,,,,,,,,,,,,
,336997,,,,,,,,,,,,,,,,,,,,,,,,,,
,331705,,,,,,,,,,,,,,,,,,,,,,,,,,
,331584,,,,,,,,,,,,,,,,,,,,,,,,,,
,331693,,,,,,,,,,,,,,,,,,,,,,,,,,
,330772,,,,,,,,,,,,,,,,,,,,,,,,,,
,330437,,,,,,,,,,,,,,,,,,,,,,,,,,
,329862,,,,,,,,,,,,,,,,,,,,,,,,,,
,329856,,,,,,,,,,,,,,,,,,,,,,,,,,
,329661,,,,,,,,,,,,,,,,,,,,,,,,,,
,329519,,,,,,,,,,,,,,,,,,,,,,,,,,
,331256,,,,,,,,,,,,,,,,,,,,,,,,,,
,328340,,,,,,,,,,,,,,,,,,,,,,,,,,
,327635,,,,,,,,,,,,,,,,,,,,,,,,,,
,326731,,,,,,,,,,,,,,,,,,,,,,,,,,
,325298,,,,,,,,,,,,,,,,,,,,,,,,,,
,325295,,,,,,,,,,,,,,,,,,,,,,,,,,
,325038,,,,,,,,,,,,,,,,,,,,,,,,,,
,324615,,,,,,,,,,,,,,,,,,,,,,,,,,
,324310,,,,,,,,,,,,,,,,,,,,,,,,,,
,323743,,,,,,,,,,,,,,,,,,,,,,,,,,
,322780,,,,,,,,,,,,,,,,,,,,,,,,,,
,322325,,,,,,,,,,,,,,,,,,,,,,,,,,
,322261,,,,,,,,,,,,,,,,,,,,,,,,,,
,322603,,,,,,,,,,,,,,,,,,,,,,,,,,
,322420,,,,,,,,,,,,,,,,,,,,,,,,,,
,321628,,,,,,,,,,,,,,,,,,,,,,,,,,
,320981,,,,,,,,,,,,,,,,,,,,,,,,,,
,321964,,,,,,,,,,,,,,,,,,,,,,,,,,
,321013,,,,,,,,,,,,,,,,,,,,,,,,,,
,320662,,,,,,,,,,,,,,,,,,,,,,,,,,
,320733,,,,,,,,,,,,,,,,,,,,,,,,,,
,319256,,,,,,,,,,,,,,,,,,,,,,,,,,
,319136,,,,,,,,,,,,,,,,,,,,,,,,,,
,319648,,,,,,,,,,,,,,,,,,,,,,,,,,
,319294,,,,,,,,,,,,,,,,,,,,,,,,,,
,319135,,,,,,,,,,,,,,,,,,,,,,,,,,
,318913,,,,,,,,,,,,,,,,,,,,,,,,,,
,318043,,,,,,,,,,,,,,,,,,,,,,,,,,
,316493,,,,,,,,,,,,,,,,,,,,,,,,,,
,316461,,,,,,,,,,,,,,,,,,,,,,,,,,
,353730,,,,,,,,,,,,,,,,,,,,,,,,,,
,347262,,,,,,,,,,,,,,,,,,,,,,,,,,
,62561,,,,,,,,,,,,,,,,,,,,,,,,,,
,38966,,,,,,,,,,,,,,,,,,,,,,,,,,
,175261,,,,,,,,,,,,,,,,,,,,,,,,,,
,33959,,,,,,,,,,,,,,,,,,,,,,,,,,
,130619,,,,,,,,,,,,,,,,,,,,,,,,,,
,149205,,,,,,,,,,,,,,,,,,,,,,,,,,
,39013,,,,,,,,,,,,,,,,,,,,,,,,,,
,200297,,,,,,,,,,,,,,,,,,,,,,,,,,
,236649,,,,,,,,,,,,,,,,,,,,,,,,,,
,34068,,,,,,,,,,,,,,,,,,,,,,,,,,
,34055,,,,,,,,,,,,,,,,,,,,,,,,,,
,47663,,,,,,,,,,,,,,,,,,,,,,,,,,
,164161,,,,,,,,,,,,,,,,,,,,,,,,,,
,45568,,,,,,,,,,,,,,,,,,,,,,,,,,
,32150,,,,,,,,,,,,,,,,,,,,,,,,,,
,233032,,,,,,,,,,,,,,,,,,,,,,,,,,
,31390,,,,,,,,,,,,,,,,,,,,,,,,,,
,31306,,,,,,,,,,,,,,,,,,,,,,,,,,
,34732,,,,,,,,,,,,,,,,,,,,,,,,,,
,170411,,,,,,,,,,,,,,,,,,,,,,,,,,
,150921,,,,,,,,,,,,,,,,,,,,,,,,,,
,102139,,,,,,,,,,,,,,,,,,,,,,,,,,
,31824,,,,,,,,,,,,,,,,,,,,,,,,,,
,141540,,,,,,,,,,,,,,,,,,,,,,,,,,
,28461,,,,,,,,,,,,,,,,,,,,,,,,,,
,48123,,,,,,,,,,,,,,,,,,,,,,,,,,
,43640,,,,,,,,,,,,,,,,,,,,,,,,,,
,47855,,,,,,,,,,,,,,,,,,,,,,,,,,
,74870,,,,,,,,,,,,,,,,,,,,,,,,,,
,108159,,,,,,,,,,,,,,,,,,,,,,,,,,
,174136,,,,,,,,,,,,,,,,,,,,,,,,,,
,50474,,,,,,,,,,,,,,,,,,,,,,,,,,
,52674,,,,,,,,,,,,,,,,,,,,,,,,,,
,98254,,,,,,,,,,,,,,,,,,,,,,,,,,
,71294,,,,,,,,,,,,,,,,,,,,,,,,,,
,218783,,,,,,,,,,,,,,,,,,,,,,,,,,
,135343,,,,,,,,,,,,,,,,,,,,,,,,,,
,228780,,,,,,,,,,,,,,,,,,,,,,,,,,
,58899,,,,,,,,,,,,,,,,,,,,,,,,,,
,32259,,,,,,,,,,,,,,,,,,,,,,,,,,
,55342,,,,,,,,,,,,,,,,,,,,,,,,,,
,52026,,,,,,,,,,,,,,,,,,,,,,,,,,
,50470,,,,,,,,,,,,,,,,,,,,,,,,,,
,53571,,,,,,,,,,,,,,,,,,,,,,,,,,
,37137,,,,,,,,,,,,,,,,,,,,,,,,,,
,53249,,,,,,,,,,,,,,,,,,,,,,,,,,
,52850,,,,,,,,,,,,,,,,,,,,,,,,,,
,23082,,,,,,,,,,,,,,,,,,,,,,,,,,
,108548,,,,,,,,,,,,,,,,,,,,,,,,,,
,125465,,,,,,,,,,,,,,,,,,,,,,,,,,
,38561,,,,,,,,,,,,,,,,,,,,,,,,,,
,54950,,,,,,,,,,,,,,,,,,,,,,,,,,
,274102,,,,,,,,,,,,,,,,,,,,,,,,,,
,59028,,,,,,,,,,,,,,,,,,,,,,,,,,
,42790,,,,,,,,,,,,,,,,,,,,,,,,,,
,130703,,,,,,,,,,,,,,,,,,,,,,,,,,
,34769,,,,,,,,,,,,,,,,,,,,,,,,,,
,21601,,,,,,,,,,,,,,,,,,,,,,,,,,
,72984,,,,,,,,,,,,,,,,,,,,,,,,,,
,145137,,,,,,,,,,,,,,,,,,,,,,,,,,
,70602,,,,,,,,,,,,,,,,,,,,,,,,,,
,18014,,,,,,,,,,,,,,,,,,,,,,,,,,
,93560,,,,,,,,,,,,,,,,,,,,,,,,,,
,153747,,,,,,,,,,,,,,,,,,,,,,,,,,
,235320,,,,,,,,,,,,,,,,,,,,,,,,,,
,67589,,,,,,,,,,,,,,,,,,,,,,,,,,
,217132,,,,,,,,,,,,,,,,,,,,,,,,,,
,89187,,,,,,,,,,,,,,,,,,,,,,,,,,
,56933,,,,,,,,,,,,,,,,,,,,,,,,,,
,64375,,,,,,,,,,,,,,,,,,,,,,,,,,
,65313,,,,,,,,,,,,,,,,,,,,,,,,,,
,16731,,,,,,,,,,,,,,,,,,,,,,,,,,
,48346,,,,,,,,,,,,,,,,,,,,,,,,,,
,44063,,,,,,,,,,,,,,,,,,,,,,,,,,
,195412,,,,,,,,,,,,,,,,,,,,,,,,,,
,130114,,,,,,,,,,,,,,,,,,,,,,,,,,
,61988,,,,,,,,,,,,,,,,,,,,,,,,,,
,55816,,,,,,,,,,,,,,,,,,,,,,,,,,
,61300,,,,,,,,,,,,,,,,,,,,,,,,,,
,66262,,,,,,,,,,,,,,,,,,,,,,,,,,
,53304,,,,,,,,,,,,,,,,,,,,,,,,,,
,41641,,,,,,,,,,,,,,,,,,,,,,,,,,
,197750,,,,,,,,,,,,,,,,,,,,,,,,,,
,49035,,,,,,,,,,,,,,,,,,,,,,,,,,
,65596,,,,,,,,,,,,,,,,,,,,,,,,,,
,137799,,,,,,,,,,,,,,,,,,,,,,,,,,
,78328,,,,,,,,,,,,,,,,,,,,,,,,,,
,62965,,,,,,,,,,,,,,,,,,,,,,,,,,
,109151,,,,,,,,,,,,,,,,,,,,,,,,,,
,44796,,,,,,,,,,,,,,,,,,,,,,,,,,
,61028,,,,,,,,,,,,,,,,,,,,,,,,,,
,65749,,,,,,,,,,,,,,,,,,,,,,,,,,
,73346,,,,,,,,,,,,,,,,,,,,,,,,,,
,31350,,,,,,,,,,,,,,,,,,,,,,,,,,
,17082,,,,,,,,,,,,,,,,,,,,,,,,,,
,84432,,,,,,,,,,,,,,,,,,,,,,,,,,
,56267,,,,,,,,,,,,,,,,,,,,,,,,,,
,80480,,,,,,,,,,,,,,,,,,,,,,,,,,
,76686,,,,,,,,,,,,,,,,,,,,,,,,,,
,33535,,,,,,,,,,,,,,,,,,,,,,,,,,
,178192,,,,,,,,,,,,,,,,,,,,,,,,,,
,178956,,,,,,,,,,,,,,,,,,,,,,,,,,
,185522,,,,,,,,,,,,,,,,,,,,,,,,,,
,165488,,,,,,,,,,,,,,,,,,,,,,,,,,
,81066,,,,,,,,,,,,,,,,,,,,,,,,,,
,186534,,,,,,,,,,,,,,,,,,,,,,,,,,
,189539,,,,,,,,,,,,,,,,,,,,,,,,,,
,179717,,,,,,,,,,,,,,,,,,,,,,,,,,
,186919,,,,,,,,,,,,,,,,,,,,,,,,,,
,189055,,,,,,,,,,,,,,,,,,,,,,,,,,
,175330,,,,,,,,,,,,,,,,,,,,,,,,,,
,175056,,,,,,,,,,,,,,,,,,,,,,,,,,
,190964,,,,,,,,,,,,,,,,,,,,,,,,,,
,257678,,,,,,,,,,,,,,,,,,,,,,,,,,
,116464,,,,,,,,,,,,,,,,,,,,,,,,,,
,117541,,,,,,,,,,,,,,,,,,,,,,,,,,
,211336,,,,,,,,,,,,,,,,,,,,,,,,,,
,180342,,,,,,,,,,,,,,,,,,,,,,,,,,
,179523,,,,,,,,,,,,,,,,,,,,,,,,,,
,134601,,,,,,,,,,,,,,,,,,,,,,,,,,
,168109,,,,,,,,,,,,,,,,,,,,,,,,,,
,173963,,,,,,,,,,,,,,,,,,,,,,,,,,
,191490,,,,,,,,,,,,,,,,,,,,,,,,,,
,143744,,,,,,,,,,,,,,,,,,,,,,,,,,
,180858,,,,,,,,,,,,,,,,,,,,,,,,,,
,193180,,,,,,,,,,,,,,,,,,,,,,,,,,
,181193,,,,,,,,,,,,,,,,,,,,,,,,,,
,167932,,,,,,,,,,,,,,,,,,,,,,,,,,
,192601,,,,,,,,,,,,,,,,,,,,,,,,,,
,74747,,,,,,,,,,,,,,,,,,,,,,,,,,
,66196,,,,,,,,,,,,,,,,,,,,,,,,,,
,112657,,,,,,,,,,,,,,,,,,,,,,,,,,
,38962,,,,,,,,,,,,,,,,,,,,,,,,,,
,194454,,,,,,,,,,,,,,,,,,,,,,,,,,
,181247,,,,,,,,,,,,,,,,,,,,,,,,,,
,193411,,,,,,,,,,,,,,,,,,,,,,,,,,
,186265,,,,,,,,,,,,,,,,,,,,,,,,,,
,181323,,,,,,,,,,,,,,,,,,,,,,,,,,
,181674,,,,,,,,,,,,,,,,,,,,,,,,,,
,189315,,,,,,,,,,,,,,,,,,,,,,,,,,
,165981,,,,,,,,,,,,,,,,,,,,,,,,,,
,181954,,,,,,,,,,,,,,,,,,,,,,,,,,
,219585,,,,,,,,,,,,,,,,,,,,,,,,,,
,181021,,,,,,,,,,,,,,,,,,,,,,,,,,
,218514,,,,,,,,,,,,,,,,,,,,,,,,,,
,219004,,,,,,,,,,,,,,,,,,,,,,,,,,
,162896,,,,,,,,,,,,,,,,,,,,,,,,,,
,151188,,,,,,,,,,,,,,,,,,,,,,,,,,
,193276,,,,,,,,,,,,,,,,,,,,,,,,,,
,195950,,,,,,,,,,,,,,,,,,,,,,,,,,
,174965,,,,,,,,,,,,,,,,,,,,,,,,,,
,141225,,,,,,,,,,,,,,,,,,,,,,,,,,
,101456,,,,,,,,,,,,,,,,,,,,,,,,,,
,174984,,,,,,,,,,,,,,,,,,,,,,,,,,
,192072,,,,,,,,,,,,,,,,,,,,,,,,,,
,143740,,,,,,,,,,,,,,,,,,,,,,,,,,
,191690,,,,,,,,,,,,,,,,,,,,,,,,,,
,189333,,,,,,,,,,,,,,,,,,,,,,,,,,
,180200,,,,,,,,,,,,,,,,,,,,,,,,,,
,189628,,,,,,,,,,,,,,,,,,,,,,,,,,
,193379,,,,,,,,,,,,,,,,,,,,,,,,,,
,193111,,,,,,,,,,,,,,,,,,,,,,,,,,
,182375,,,,,,,,,,,,,,,,,,,,,,,,,,
,180272,,,,,,,,,,,,,,,,,,,,,,,,,,
,191183,,,,,,,,,,,,,,,,,,,,,,,,,,
,188274,,,,,,,,,,,,,,,,,,,,,,,,,,
,221168,,,,,,,,,,,,,,,,,,,,,,,,,,
,165590,,,,,,,,,,,,,,,,,,,,,,,,,,
,195252,,,,,,,,,,,,,,,,,,,,,,,,,,
,155290,,,,,,,,,,,,,,,,,,,,,,,,,,
,111136,,,,,,,,,,,,,,,,,,,,,,,,,,
,203159,,,,,,,,,,,,,,,,,,,,,,,,,,
,153782,,,,,,,,,,,,,,,,,,,,,,,,,,
,233291,,,,,,,,,,,,,,,,,,,,,,,,,,
,43392,,,,,,,,,,,,,,,,,,,,,,,,,,
,197343,,,,,,,,,,,,,,,,,,,,,,,,,,
,206003,,,,,,,,,,,,,,,,,,,,,,,,,,
,197180,,,,,,,,,,,,,,,,,,,,,,,,,,
,202321,,,,,,,,,,,,,,,,,,,,,,,,,,
,125369,,,,,,,,,,,,,,,,,,,,,,,,,,
,110516,,,,,,,,,,,,,,,,,,,,,,,,,,
,185787,,,,,,,,,,,,,,,,,,,,,,,,,,
,197677,,,,,,,,,,,,,,,,,,,,,,,,,,
,204616,,,,,,,,,,,,,,,,,,,,,,,,,,
,106151,,,,,,,,,,,,,,,,,,,,,,,,,,
,196134,,,,,,,,,,,,,,,,,,,,,,,,,,
,53306,,,,,,,,,,,,,,,,,,,,,,,,,,
,192484,,,,,,,,,,,,,,,,,,,,,,,,,,
,105401,,,,,,,,,,,,,,,,,,,,,,,,,,
,103117,,,,,,,,,,,,,,,,,,,,,,,,,,
,65091,,,,,,,,,,,,,,,,,,,,,,,,,,
,199305,,,,,,,,,,,,,,,,,,,,,,,,,,
,141464,,,,,,,,,,,,,,,,,,,,,,,,,,
,116336,,,,,,,,,,,,,,,,,,,,,,,,,,
,97387,,,,,,,,,,,,,,,,,,,,,,,,,,
,78872,,,,,,,,,,,,,,,,,,,,,,,,,,
,98212,,,,,,,,,,,,,,,,,,,,,,,,,,
,238141,,,,,,,,,,,,,,,,,,,,,,,,,,
,101871,,,,,,,,,,,,,,,,,,,,,,,,,,
,131931,,,,,,,,,,,,,,,,,,,,,,,,,,
,237315,,,,,,,,,,,,,,,,,,,,,,,,,,
,92815,,,,,,,,,,,,,,,,,,,,,,,,,,
,201055,,,,,,,,,,,,,,,,,,,,,,,,,,
,233248,,,,,,,,,,,,,,,,,,,,,,,,,,
,110447,,,,,,,,,,,,,,,,,,,,,,,,,,
,165556,,,,,,,,,,,,,,,,,,,,,,,,,,
,176241,,,,,,,,,,,,,,,,,,,,,,,,,,
,114081,,,,,,,,,,,,,,,,,,,,,,,,,,
,93376,,,,,,,,,,,,,,,,,,,,,,,,,,
,152131,,,,,,,,,,,,,,,,,,,,,,,,,,
,41965,,,,,,,,,,,,,,,,,,,,,,,,,,
,106955,,,,,,,,,,,,,,,,,,,,,,,,,,
,138152,,,,,,,,,,,,,,,,,,,,,,,,,,
,100354,,,,,,,,,,,,,,,,,,,,,,,,,,
,107724,,,,,,,,,,,,,,,,,,,,,,,,,,
,122355,,,,,,,,,,,,,,,,,,,,,,,,,,
,105937,,,,,,,,,,,,,,,,,,,,,,,,,,
,78196,,,,,,,,,,,,,,,,,,,,,,,,,,
,114785,,,,,,,,,,,,,,,,,,,,,,,,,,
,114467,,,,,,,,,,,,,,,,,,,,,,,,,,
,116382,,,,,,,,,,,,,,,,,,,,,,,,,,
,110954,,,,,,,,,,,,,,,,,,,,,,,,,,
,23739,,,,,,,,,,,,,,,,,,,,,,,,,,
,115111,,,,,,,,,,,,,,,,,,,,,,,,,,
,104102,,,,,,,,,,,,,,,,,,,,,,,,,,
,70109,,,,,,,,,,,,,,,,,,,,,,,,,,
,199071,,,,,,,,,,,,,,,,,,,,,,,,,,
,51082,,,,,,,,,,,,,,,,,,,,,,,,,,
,148481,,,,,,,,,,,,,,,,,,,,,,,,,,
,187367,,,,,,,,,,,,,,,,,,,,,,,,,,
,116366,,,,,,,,,,,,,,,,,,,,,,,,,,
,44879,,,,,,,,,,,,,,,,,,,,,,,,,,
,106835,,,,,,,,,,,,,,,,,,,,,,,,,,
,236764,,,,,,,,,,,,,,,,,,,,,,,,,,
,41373,,,,,,,,,,,,,,,,,,,,,,,,,,
,117287,,,,,,,,,,,,,,,,,,,,,,,,,,
,146143,,,,,,,,,,,,,,,,,,,,,,,,,,
,119044,,,,,,,,,,,,,,,,,,,,,,,,,,
,181866,,,,,,,,,,,,,,,,,,,,,,,,,,
,34353,,,,,,,,,,,,,,,,,,,,,,,,,,
,169834,,,,,,,,,,,,,,,,,,,,,,,,,,
,99159,,,,,,,,,,,,,,,,,,,,,,,,,,
,117645,,,,,,,,,,,,,,,,,,,,,,,,,,
,63792,,,,,,,,,,,,,,,,,,,,,,,,,,
,113478,,,,,,,,,,,,,,,,,,,,,,,,,,
,78980,,,,,,,,,,,,,,,,,,,,,,,,,,
,112399,,,,,,,,,,,,,,,,,,,,,,,,,,
,60311,,,,,,,,,,,,,,,,,,,,,,,,,,
,124245,,,,,,,,,,,,,,,,,,,,,,,,,,
,124286,,,,,,,,,,,,,,,,,,,,,,,,,,
,107355,,,,,,,,,,,,,,,,,,,,,,,,,,
,124431,,,,,,,,,,,,,,,,,,,,,,,,,,
,252870,,,,,,,,,,,,,,,,,,,,,,,,,,
,111734,,,,,,,,,,,,,,,,,,,,,,,,,,
,124250,,,,,,,,,,,,,,,,,,,,,,,,,,
,130155,,,,,,,,,,,,,,,,,,,,,,,,,,
,125136,,,,,,,,,,,,,,,,,,,,,,,,,,
,43512,,,,,,,,,,,,,,,,,,,,,,,,,,
,111476,,,,,,,,,,,,,,,,,,,,,,,,,,
,119497,,,,,,,,,,,,,,,,,,,,,,,,,,
,168813,,,,,,,,,,,,,,,,,,,,,,,,,,
,126393,,,,,,,,,,,,,,,,,,,,,,,,,,
,126400,,,,,,,,,,,,,,,,,,,,,,,,,,
,126863,,,,,,,,,,,,,,,,,,,,,,,,,,
,155853,,,,,,,,,,,,,,,,,,,,,,,,,,
,233952,,,,,,,,,,,,,,,,,,,,,,,,,,
,42063,,,,,,,,,,,,,,,,,,,,,,,,,,
,133004,,,,,,,,,,,,,,,,,,,,,,,,,,
,127336,,,,,,,,,,,,,,,,,,,,,,,,,,
,169079,,,,,,,,,,,,,,,,,,,,,,,,,,
,128240,,,,,,,,,,,,,,,,,,,,,,,,,,
,201564,,,,,,,,,,,,,,,,,,,,,,,,,,
,88299,,,,,,,,,,,,,,,,,,,,,,,,,,
,129095,,,,,,,,,,,,,,,,,,,,,,,,,,
,152801,,,,,,,,,,,,,,,,,,,,,,,,,,
,128950,,,,,,,,,,,,,,,,,,,,,,,,,,
,129632,,,,,,,,,,,,,,,,,,,,,,,,,,
,129311,,,,,,,,,,,,,,,,,,,,,,,,,,
